grand_domaine,domaine_professionnel,code_rome,description_code_rome,date_mise_à_jour_metabase
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2103,Chef d'établissement,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2104,Surveillant / Surveillante en milieu scolaire,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2105,Professeur / Professeure de musique,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2106,Professeur / Professeure des écoles,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2107,Professeur / Professeure de collège et de lycée,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2108,Professeur / Professeure des universités,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2109,Professeur / Professeure d'enseignement professionnel,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2110,Moniteur / Monitrice d'auto-école,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2111,Formateur / Formatrice,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2112,Conseiller / Conseillère d'orientation,2024-10-08
K- Services à la personne et à la collectivité,K21- Formation initiale et continue,K2113,Accompagnant / Accompagnante des élèves en situation de handicap (AESH),2024-10-08
K- Services à la personne et à la collectivité,K22- Nettoyage et propreté industriels,K2201,Blanchisseur industriel / Blanchisseuse industrielle,2024-10-08
K- Services à la personne et à la collectivité,K22- Nettoyage et propreté industriels,K2202,Laveur / Laveuse de vitres,2024-10-08
K- Services à la personne et à la collectivité,K22- Nettoyage et propreté industriels,K2203,Responsable de site nettoyage de locaux,2024-10-08
K- Services à la personne et à la collectivité,K22- Nettoyage et propreté industriels,K2204,Agent / Agente d'entretien/propreté de locaux,2024-10-08
K- Services à la personne et à la collectivité,K23- Propreté et environnement urbain,K2301,Agent / Agente d'assainissement,2024-10-08
K- Services à la personne et à la collectivité,K23- Propreté et environnement urbain,K2302,Directeur / Directrice collecte des déchets,2024-10-08
K- Services à la personne et à la collectivité,K23- Propreté et environnement urbain,K2303,Ripeur / Ripeuse,2024-10-08
K- Services à la personne et à la collectivité,K23- Propreté et environnement urbain,K2304,Agent / Agente de tri des déchets,2024-10-08
K- Services à la personne et à la collectivité,K23- Propreté et environnement urbain,K2305,Agent / Agente de désinsectisation,2024-10-08
K- Services à la personne et à la collectivité,K23- Propreté et environnement urbain,K2306,Responsable de site éco-industriel,2024-10-08
K- Services à la personne et à la collectivité,K24- Recherche,K2401,Chercheur / Chercheuse en sciences humaines et sociales,2024-10-08
K- Services à la personne et à la collectivité,K24- Recherche,K2402,Ingénieur / Ingénieure de recherche scientifique,2024-10-08
K- Services à la personne et à la collectivité,K24- Recherche,K2403,Biostatisticien / Biostatisticienne,2024-10-08
K- Services à la personne et à la collectivité,K25- Sécurité privée,K2501,Gardien / Gardienne,2024-10-08
K- Services à la personne et à la collectivité,K25- Sécurité privée,K2502,Responsable sécurité,2024-10-08
K- Services à la personne et à la collectivité,K25- Sécurité privée,K2503,Agent / Agente de sécurité,2024-10-08
K- Services à la personne et à la collectivité,K25- Sécurité privée,K2504,Agent / Agente de sécurité événementielle,2024-10-08
K- Services à la personne et à la collectivité,K26- Services funéraires,K2601,Porteur / Porteuse funéraire,2024-10-08
K- Services à la personne et à la collectivité,K26- Services funéraires,K2602,Conseiller / Conseillère funéraire,2024-10-08
K- Services à la personne et à la collectivité,K26- Services funéraires,K2603,Thanatopracteur / Thanatopractrice,2024-10-08
L- Spectacle,L11- Animation de spectacles,L1101,Disc-jockey,2024-10-08
L- Spectacle,L11- Animation de spectacles,L1102,Mannequin,2024-10-08
L- Spectacle,L11- Animation de spectacles,L1103,Animateur / Animatrice radio,2024-10-08
L- Spectacle,L12- Artistes - interprètes du spectacle,L1201,Danseur / Danseuse,2024-10-08
L- Spectacle,L12- Artistes - interprètes du spectacle,L1202,Musicien / Musicienne,2024-10-08
L- Spectacle,L12- Artistes - interprètes du spectacle,L1203,Comédien / Comédienne,2024-10-08
L- Spectacle,L12- Artistes - interprètes du spectacle,L1204,Artiste de cirque,2024-10-08
L- Spectacle,L13- Conception et production de spectacles,L1301,Metteur / Metteuse en scène,2024-10-08
L- Spectacle,L13- Conception et production de spectacles,L1302,Producteur / Productrice de film,2024-10-08
L- Spectacle,L13- Conception et production de spectacles,L1303,Agent / Agente d'artiste,2024-10-08
L- Spectacle,L13- Conception et production de spectacles,L1304,Réalisateur / Réalisatrice,2024-10-08
L- Spectacle,L14- Sport professionnel,L1401,Sportif professionnel / Sportive professionnelle,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1501,Maquilleur / Maquilleuse spectacle,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1502,Costumier / Costumière,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1503,Accessoiriste,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1504,Éclairagiste,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1505,Cadreur / Cadreuse,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1506,Machiniste spectacle,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1507,Monteur / Monteuse vidéo,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1508,Régisseur / Régisseuse du son,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1509,Régisseur général / Régisseuse générale,2024-10-08
L- Spectacle,L15- Techniciens du spectacle,L1510,Animateur / Animatrice 3D - films d'animation,2024-10-08
M- Support à l'entreprise,M11- Achats,M1101,Acheteur / Acheteuse,2024-10-08
M- Support à l'entreprise,M11- Achats,M1102,Responsable des achats,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1201,Analyste financier / financière,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1202,Expert-comptable / Experte-comptable,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1203,Comptable,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1204,Contrôleur / Contrôleuse de gestion,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1205,Directeur administratif et financier / Directrice administrative et financière -DAF-,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1206,Chef comptable,2024-10-08
M- Support à l'entreprise,M12- Comptabilité et gestion,M1207,Trésorier / Trésorière,2024-10-08
M- Support à l'entreprise,M13- Direction d'entreprise,M1301,Président Directeur Général / Présidente Directrice Générale -PDG-,2024-10-08
M- Support à l'entreprise,M13- Direction d'entreprise,M1302,Responsable de Petite ou Moyenne Entreprise -PME-,2024-10-08
M- Support à l'entreprise,M14- Organisation et études,M1401,Enquêteur / Enquêtrice sondage,2024-10-08
M- Support à l'entreprise,M14- Organisation et études,M1402,Consultant / Consultante en organisation et management,2024-10-08
M- Support à l'entreprise,M14- Organisation et études,M1403,Chargé / Chargée d'études socio-économiques,2024-10-08
M- Support à l'entreprise,M14- Organisation et études,M1404,Responsable d'enquêtes,2024-10-08
M- Support à l'entreprise,M14- Organisation et études,M1405,Data scientist,2024-10-08
M- Support à l'entreprise,M15- Ressources humaines,M1501,Assistant / Assistante ressources humaines,2024-10-08
M- Support à l'entreprise,M15- Ressources humaines,M1502,Chargé / Chargée de recrutement,2024-10-08
M- Support à l'entreprise,M15- Ressources humaines,M1503,Directeur / Directrice des Ressources Humaines -DRH-,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1601,Agent / Agente d'accueil,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1602,Agent administratif / Agente administrative,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1603,Facteur / Factrice,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1604,Assistant / Assistante de direction,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1605,Secrétaire technique,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1606,Opérateur / Opératrice de saisie,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1607,Secrétaire,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1608,Secrétaire comptable,2024-10-08
M- Support à l'entreprise,M16- Secrétariat et assistance,M1609,Secrétaire médical / médicale,2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1701,Responsable de l'administration des ventes,2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1702,Planneur / Planneuse stratégique,2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1703,Chef de produit,2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1704,Responsable relation client (CRM),2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1705,Responsable marketing,2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1706,Chef de promotion des ventes,2024-10-08
M- Support à l'entreprise,"M17- Stratégie commerciale, marketing et supervision des ventes",M1707,Responsable commercial / commerciale,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1801,Administrateur / Administratrice réseau informatique,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1802,Ingénieur / Ingénieure système informatique,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1803,Directeur / Directrice des services informatiques -DSI-,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1804,Ingénieur / Ingénieure télécoms,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1805,Développeur / Développeuse web,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1806,Product Owner,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1807,Opérateur / Opératrice télécom aux armées,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1808,Cartographe,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1809,Météorologue,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1810,Technicien / Technicienne informatique,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1811,Data engineer,2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1812,Responsable de la Sécurité des Systèmes d'Information (RSSI),2024-10-08
M- Support à l'entreprise,M18- Systèmes d'information et de télécommunication,M1813,Intégrateur / Intégratrice logiciels métiers,2024-10-08
N- Transport et Logistique,"N11- Magasinage, manutention des charges et déménagement",N1101,Cariste,2024-10-08
N- Transport et Logistique,"N11- Magasinage, manutention des charges et déménagement",N1102,Déménageur / Déménageuse,2024-10-08
N- Transport et Logistique,"N11- Magasinage, manutention des charges et déménagement",N1103,Préparateur / Préparatrice de commandes,2024-10-08
N- Transport et Logistique,"N11- Magasinage, manutention des charges et déménagement",N1104,Pontier / Pontière,2024-10-08
N- Transport et Logistique,"N11- Magasinage, manutention des charges et déménagement",N1105,Manutentionnaire,2024-10-08
N- Transport et Logistique,N12- Organisation de la circulation des marchandises,N1201,Affréteur / Affréteuse,2024-10-08
N- Transport et Logistique,N12- Organisation de la circulation des marchandises,N1202,Agent / Agente de transit,2024-10-08
N- Transport et Logistique,N13- Personnel d'encadrement de la logistique,N1301,Responsable logistique,2024-10-08
N- Transport et Logistique,N13- Personnel d'encadrement de la logistique,N1302,Responsable entrepôt logistique,2024-10-08
N- Transport et Logistique,N13- Personnel d'encadrement de la logistique,N1303,Approvisionneur / Approvisionneuse logistique,2024-10-08
N- Transport et Logistique,N21- Personnel navigant du transport aérien,N2101,Steward / Hôtesse de l'air,2024-10-08
N- Transport et Logistique,N21- Personnel navigant du transport aérien,N2102,Pilote de ligne,2024-10-08
N- Transport et Logistique,N22- Personnel sédentaire du transport aérien,N2201,Agent / Agente d'escale,2024-10-08
N- Transport et Logistique,N22- Personnel sédentaire du transport aérien,N2202,Contrôleur aérien / Contrôleuse aérienne,2024-10-08
N- Transport et Logistique,N22- Personnel sédentaire du transport aérien,N2203,Agent / Agente de piste,2024-10-08
N- Transport et Logistique,N22- Personnel sédentaire du transport aérien,N2204,Agent / Agente de trafic aérien,2024-10-08
N- Transport et Logistique,N22- Personnel sédentaire du transport aérien,N2205,Chef / Cheffe d'escale,2024-10-08
N- Transport et Logistique,N31- Personnel navigant du transport maritime et fluvial,N3101,Capitaine de port,2024-10-08
N- Transport et Logistique,N31- Personnel navigant du transport maritime et fluvial,N3102,Marin,2024-10-08
N- Transport et Logistique,N31- Personnel navigant du transport maritime et fluvial,N3103,Matelot de la navigation fluviale,2024-10-08
N- Transport et Logistique,N32- Personnel sédentaire du transport maritime et fluvial,N3201,Agent / Agente de port de plaisance,2024-10-08
N- Transport et Logistique,N32- Personnel sédentaire du transport maritime et fluvial,N3202,Responsable d'exploitation transport fluvial,2024-10-08
N- Transport et Logistique,N32- Personnel sédentaire du transport maritime et fluvial,N3203,Docker,2024-10-08
N- Transport et Logistique,N41- Personnel de conduite du transport routier,N4101,Conducteur / Conductrice de poids lourd,2024-10-08
N- Transport et Logistique,N41- Personnel de conduite du transport routier,N4102,Chauffeur / Chauffeuse VTC,2024-10-08
N- Transport et Logistique,N41- Personnel de conduite du transport routier,N4103,Conducteur / Conductrice de bus,2024-10-08
N- Transport et Logistique,N41- Personnel de conduite du transport routier,N4104,Coursier / Coursière,2024-10-08
N- Transport et Logistique,N41- Personnel de conduite du transport routier,N4105,Chauffeur-livreur / Chauffeuse-livreuse,2024-10-08
N- Transport et Logistique,N42- Personnel d'encadrement du transport routier,N4201,Responsable d'agence transport routier de marchandises,2024-10-08
N- Transport et Logistique,N42- Personnel d'encadrement du transport routier,N4202,Responsable d'exploitation transport routier de personnes,2024-10-08
N- Transport et Logistique,N42- Personnel d'encadrement du transport routier,N4203,Exploitant / Exploitante transport routier de marchandises,2024-10-08
N- Transport et Logistique,N42- Personnel d'encadrement du transport routier,N4204,Agent / Agente d'exploitation transport routier de personnes,2024-10-08
N- Transport et Logistique,N43- Personnel navigant du transport terrestre,N4301,Conducteur / Conductrice de train,2024-10-08
N- Transport et Logistique,N43- Personnel navigant du transport terrestre,N4302,Agent / Agente de contrôle,2024-10-08
N- Transport et Logistique,N44- Personnel sédentaire du transport ferroviaire et réseau filo guidé,N4401,Aiguilleur / Aiguilleure du rail,2024-10-08
N- Transport et Logistique,N44- Personnel sédentaire du transport ferroviaire et réseau filo guidé,N4402,Agent / Agente d'exploitation des remontées mécaniques,2024-10-08
N- Transport et Logistique,N44- Personnel sédentaire du transport ferroviaire et réseau filo guidé,N4403,Cheminot / Cheminote,2024-10-08
